SKpersonId,personStrId
gap1268,Lenz Christoph Albert de^0^0^1689
gap1269,Leonardi Donato Antonio^0^0^1693
gap1270,Leonardo di Capua^0^0^1684
gap1271,Leoncini Giovanni Battista^0^0^1663
gap1272,Leoni (?) [...] C.^0^0^1704
gap1273,Leoni Giuseppe^0^0^1693
gap1275,Leslie William^0^0^1687
gap1277,Leyser [Johannes?]^0^0^1691
gap1278,Libanori Antonio^0^0^1676
gap1280,Lioni Giovanni Domenico^0^0^1666
gap1281,Lioni Michele^0^0^1671
gap1282,Lippi Jacopo^0^0^1668
gap1283,Lipst•rp Gustav Daniel^0^0^1688
gap1284,Lisi Anna Maria^0^0^1696
gap1285,Livi Francesco^0^0^1686
gap1286,Lizzoli Antonio^0^0^1695
gap1287,Lodovici (?) Girolamo^0^0^1684
gap1288,Lodovico di Napoli^0^0^1680
gap1289,Loelius Johann Laurent^0^0^1696
gap1290,Lolli Giovan Francesco^0^0^1688
gap1291,Lombardotti Gaetano^0^0^1703
gap1292,Londogno Nicola Garzia de^0^0^1696
gap1293,Longhi Giuseppe^0^0^1693
gap1294,Lorenzini Giulio Benedetto^0^0^1699
gap1295,Lorenzini Stefano^0^0^1679
gap1296,Lorenzo da S. Francesca^0^0^1692
gap1297,Lorenzo di S. Giovanni^0^0^1697
gap1298,Lorenzo di S. Michele^0^0^1674
gap1300,Lorini Tommaso Maria^0^0^1695
gap1301,Lotti Francesco^0^0^1676
gap1302,Lubin Augustin^0^0^1688
gap1303,Luca di S. Diego^0^0^1682
gap1304,Luca da Firenze^0^0^1692
gap1306,Lucchesini Cesare^0^0^1699
gap1307,Lucchesini Gian Lorenzo^0^0^1696
gap1308,Lucchesini Giovanni Vincenzo^0^0^1697
gap1309,Lucchesini Giulio^0^0^1700
gap1310,Lucchesini Niccol•^0^0^1697
gap1311,Lucchini Giovanni Maria^0^0^1711
gap1312,Lucenti Giulio^0^0^1701
gap1313,Lucio Espinosa Felix de^0^0^1689
gap1314,Luder Justus^0^0^1687
gap1316,Lugadoro Alberto^0^0^1686
gap1317,Luganini Paolo Antonio^0^0^1688
gap1318,Lumi Antonio^0^0^1663
gap1319,Lunago Giovanni Domenico^0^0^1697
gap1320,Lupi Giovanni^0^0^1681
gap1322,Lusignani Maria Elena^0^0^1698
gap1323,L•ffelholz Hans Jacob^0^0^1683
gap1324,M.G.B.C.^0^0^1695
gap1325,M[...] Giuseppe^0^0^1711
gap1328,Macchetti Teofilo^0^0^1692
gap1329,Macchioni Bartolomeo^0^0^1689
gap1333,Macedo Francesco^1596^1681^0
gap1334,Macedo de Carvalho Francesco^0^0^1691
gap1335,Madii Pier Francesco^0^0^1671
gap1336,Madino Francesco^0^0^1695
gap1337,Maestro de' Novizi degli Angeli^0^0^1687
gap1338,Maffei Gherardo^0^0^1713
gap1340,Maffei Paolo Alessandro^0^0^1682
gap1341,Maffei Raffaello^0^0^1700
gap1344,Magenis Giovanni^0^0^1693
gap1345,Maggi Giovanni Battista^0^0^1689
gap1346,Maggio Pier Matteo^0^0^1687
gap1347,Magi Giovanni Domenico^0^0^1700
gap1348,Magi Virginio^0^0^1675
gap1349,Magliabechi Antonio (omonimo)^0^0^1664
gap1350,Magliabechi Jacopo^0^0^1667
gap1351,Magnani Bernardo^0^0^1683
gap1352,Magnani Carlo Felice^0^0^1701
gap1353,Magnavacca Giuseppe^0^0^1689
gap1354,Magnavini Giovanni Battista^0^0^1686
gap1355,Magni Carlo^0^0^1678
gap1356,Magni Cornelio^0^0^1692
gap1357,Magni Luigi^0^0^1669
gap1358,Magnolfi Lorenzo^0^0^1697
gap1360,Mai Alberto^0^0^1698
gap1361,Maier Marco^0^0^1685
gap1362,Malaspina Alderano^0^0^1698
gap1363,Malaspina Cesare Maria^0^0^1669
gap1364,Malaspina Corrado^0^0^1667
gap1365,Malaspina Francesco Antonio^0^0^1689
gap1366,Malaspina Obizo^0^0^1711
gap1367,Malatesta Garuffi Giuseppe^0^0^1689
gap1368,Malaval Francisco^0^0^1693
gap1370,Malegonnelle Francesco^0^0^1677
gap1372,Malvasia Carlo Cesare^0^0^1688
gap1373,Malvezzi Lucio^0^0^1681
gap1374,Malvezzi Ottavio^0^0^1675
gap1375,Manara Idelfonso^0^0^1692
gap1376,Manari Antonio^0^0^1690
gap1377,Mancini Carlo^0^0^1699
gap1378,Mancini Niccol•^0^0^1701
gap1379,Mancini Teresa Felice^0^0^1686
gap1381,Mandrisio Niccol•^0^0^1707
gap1382,Manetto dell'Antella^0^0^1686
gap1383,Manfredi Antonio Maria^0^0^1696
gap1384,Manfredi Eustachio^0^0^1707
gap1385,Manfredi Girolamo^0^0^1707
gap1386,Manghi Ippolito^0^0^1707
gap1387,Mannucci Alessandro^0^0^1667
gap1388,Mannucci Anton Francesco^0^0^1689
gap1389,Mannucci Giuseppe^0^0^1692
gap1390,Manolessi Evangelista^0^0^1682
gap1392,Mansi^0^0^1707
gap1393,Mansi Filippo^0^0^1706
gap1394,Manuelli Ferdinando^0^0^1681
gap1395,Manzani Pietro Paolo^0^0^1693
gap1396,Manzini Carlo Antonio^0^0^1671
gap1397,Marano Andrea^0^0^1701
gap1398,Maranti Giuseppe^0^0^1691
gap1399,Marchesini Camillo^0^0^1694
gap1400,Marchetti Alessandro^1633^1714^0
gap1401,Marchetti Angiolo^0^0^1702
gap1402,Marchetti Annibale^0^0^1694
gap1403,Marchetti Ranieri^0^0^1709
gap1404,Marchini Giovanni^0^0^1689
gap1405,Marchtaler Bortolo^0^0^1676
gap1406,Marcucci Anton Francesco^0^0^1705
gap1407,Marghieri Lorenzo^0^0^1687
gap1408,Mariani Angelo Girolamo^0^0^1689
gap1409,Mariani Paolo^0^0^1682
gap1410,Mariconda Alfonso^0^0^1702
gap1411,Mari Giovanni Battista^0^0^1661
gap1412,Mari Leopoldo^0^0^1699
gap1413,Marini Girolamo^0^0^1697
gap1414,Marioni Giovanni^0^0^1685
gap1415,Mariscotti Ercole^0^0^1670
gap1416,Marmi Anton Francesco^0^0^1699
gap1417,Marmi Giacinto^0^0^1676
gap1418,Marracci Lodovico^0^0^1685
gap1420,Marsigli Luigi Ferdinando^0^0^1682
gap1421,Marsili Anton Felice^0^0^1698
gap1422,Marsinelli Felice^0^0^1688
gap1423,Martelli Filippo^0^0^1685
gap1424,Martelli Giovanni Vincenzo^0^0^1676
gap1425,Martelli Lorenzo^0^0^1673
gap1427,Martelli Pier Jacopo^0^0^1701
gap1428,Martelli Severo^0^0^1684
gap1429,Martini Giovanni^0^0^1667
gap1431,Martini Pietro^0^0^1661
gap1433,Marucelli Francesco^0^0^1671
gap1434,Marzari Sebastiano^0^0^1686
gap1435,Marzati Benedetto^0^0^1701
gap1436,Marzi Medici Pier Francesco^0^0^1675
gap1437,Mascis Antonio^0^0^1678
gap1438,Massa Antonio del^0^0^1688
gap1439,Massa Giovanni Domenico^0^0^1675
gap1440,Masse Luigi^0^0^1697
gap1441,Massii Anton Francesco^0^0^1694
gap1442,Massouli‚ Antonin^0^0^1700
gap1443,Mastripieri Giuseppe^0^0^1702
gap1444,Mattioli Ercole^0^0^1693
gap1445,Maurelli Gregorio^0^0^1676
gap1446,Mayer Francesco^0^0^1686
gap1447,Mazza Carlo Angelo;S. Croce^0^0^1696
gap1448,Mazza Giovanni^0^0^1673
gap1449,Mazza Pio^0^0^1674
gap1450,Mazzarosa Pier Filippo^0^0^1696
gap1451,Mazza Tommaso^0^0^1678
gap1453,Mazzinghi Laura Vittoria^0^0^1673
gap1455,Meder Asarelam^0^0^1685
gap1456,Meelfuhrerus Johannes Samuel^0^0^1699
gap1461,Meier Ghebard^0^0^1676
gap1462,Mei Giovanni Battista^0^0^1665
gap1463,Melani Alessandro]^0^0^1691
gap1464,Melchior a Briga^0^0^1712
gap1465,Melli Marcantonio^0^0^1691
gap1466,Meloni Girolamo^0^0^1698
gap1471,Mencke Otto^0^0^1693
gap1472,Menestrier [Charles Francois]^0^0^1682
gap1473,Mengarelli Giovanni Battista^0^0^1683
gap1474,Mengoli Pietro^0^0^1676
gap1475,Merati Gaetano Maria^0^0^1699
gap1477,Mercei Antonio^0^0^1695
gap1480,Mercei Giovanni Luigi^0^0^1687
gap1482,Merighi Romano^0^0^1688
gap1483,Merlatti Francesco Antonio^0^0^1698
gap1484,Merlini Pier Francesco^0^0^1697
gap1485,Mescoli Tommaso^0^0^1679
gap1486,Messeri Ridolfo?^0^0^1710
gap1487,Meyer Nicolaus^0^0^1676
gap1490,Mezzabarba Birago Francesco Maria^0^0^1699
gap1491,Mezzabarba Birago Giovanni Antonio^0^0^1700
gap1492,Mf.zzafat.cf. Giovanni Antonio^0^0^1693
gap1493,Miccioni Ottavio^0^0^1701
gap1495,Michel Angelo;francescano^0^0^1693
gap1496,Michelangelo da Firenze^0^0^1689
gap1498,Michelangelo di Candia^0^0^1681
gap1499,Michelozzi Francesco Maria Antonio^0^0^1678
gap1500,Migliorucci Lazzaro Benedetto^0^0^1696
gap1501,Migliorucci Lorenzo Benedetto^0^0^1694
gap1502,Mignanelli Giacomo^0^0^1689
gap1503,Miles Giovan Pietro^0^0^1674
gap1504,Milleran [Ren‚]^0^0^1695
gap1505,Millini Pietro^0^0^1693
gap1507,Minacci Pier Francesco^0^0^1675
gap1508,Minoia Giovanni^0^0^1680
gap1509,Minorelli Tommaso Maria^0^0^1703
gap1510,Minozzi Marcantonio^0^0^1675
gap1511,Minozzi Pier Francesco^0^0^1669
gap1512,Minucci Paolo^0^0^1671
gap1514,Mirri Francesco Maria^0^0^1672
gap1515,Mistichelli Domenico^0^0^1709
gap1516,Mitelli Giovanni^0^0^1672
gap1517,Modesti Giuseppe Maria^0^0^1698
gap1518,Moeller Georg Christoph^0^0^1692
gap1519,Moilives Cornelius^0^0^1685
gap1520,Moilives Giacomo^0^0^1662
gap1521,Monaci Giovanni Battista^0^0^1678
gap1522,Monaldi Giuseppe^0^0^1700
gap1523,Monanni Agostino^0^0^1702
gap1524,Monari Giulio Cesare^0^0^1706
gap1525,Moncetti Giacinto^0^0^1698
gap1526,Moneglia Giovanni Andrea^1625^1700^0
gap1527,Moneti Francesco^0^0^1692
gap1528,Monforte Antonio^0^0^1682
gap1529,Mongitore Antonino^0^0^1706
gap1530,Mongi• Onofrio^0^0^1692
gap1531,Montalti Iuventio^0^0^1692
gap1532,Montanari Geminiano^0^0^1680
gap1533,Montauti Anton Francesco^0^0^1676
gap1534,Montemellini Niccol•^0^0^1695
gap1536,Monti Paolo^0^0^1705
gap1537,Montucci Giuseppe^0^0^1682
gap1538,Morandi Giovanni Maria^0^0^1702
gap1539,Morci Antonio^0^0^1698
gap1540,Moretti Gaetano^0^0^1695
gap1541,Morgagni Giambattista^0^0^1707
gap1542,Mormorai Elisabetta^0^0^1697
gap1543,Mornini Giuseppe Arnaldo^0^0^1700
gap1544,Moro Giovanni Battista^0^0^1686
gap1545,Morone Giovanni Battista^0^0^1676
gap1546,Moroni Stampa Pontiano^0^0^1698
gap1547,Morosini Angelo^0^0^1683
gap1548,Morosini Antonio^0^0^1700
gap1549,Morosini Fortunato^0^0^1695
gap1550,Morosini Giovanni Francesco^0^0^1698
gap1552,Mosca Giulio e fratelli^0^0^1708
gap1553,Moscheni Carlo^0^0^1675
gap1554,Mossi Francesco^0^0^1677
gap1555,Moz Frambotti Chiara^0^0^1703
gap1556,Muccioli Giovanni Francesco^0^0^1703
gap1557,Müller Andreas^0^0^1686
gap1559,Muscettola Antonio^0^0^1675
gap1560,Muscettola Casimiro^0^0^1702
gap1561,Muzzi Ottavio^0^0^1685
gap1562,N. N.^0^0^1685
gap1563,Nairone Fausto^0^0^1682
gap1564,Naldini Francesco Maria^0^0^1677
gap1565,Naldini Paolo^0^0^1673
gap1566,Nardi Carlo^0^0^1708
gap1567,Nardi Francesco Maria^0^0^1707
gap1568,Nardi Salvatore Francesco^0^0^1696
gap1569,Nati Alessandro^0^0^1670
gap1570,Natucci Natuccio^0^0^1695
gap1571,Navesi Niccol•^0^0^1676
gap1572,Negri Bianco^0^0^1675
gap1573,Negri Francesco^0^0^1684
gap1575,Negri Salomon^0^0^1709
gap1577,Nelson Robert^0^0^1706
gap1578,Nencini Giuliano^0^0^1686
gap1579,Neri Altoviti Filippo^0^0^1666
gap1581,Neri Giovanni Battista^0^0^1687
gap1582,Neri Ippolito^0^0^1697
gap1583,Nerli Ferdinando^0^0^1668
gap1584,Nessel Daniel^0^0^1690
gap1585,Nevie Vincenzo^0^0^1711
gap1586,Nevolini Francesco^0^0^1664
gap1588,Neylan Giovanni^0^0^1696
gap1590,Niccolai Giuseppe^0^0^1702
gap1591,Niccolini^0^0^1668
gap1592,Niccol•^0^0^1677
gap1593,Nicodemo Francesco^0^0^1685
gap1594,Nigrisoli Francesco Maria^0^0^1705
gap1595,Ninci Antonio^0^0^1686
gap1596,Noccoli (?) [...]^0^0^1668
gap1597,Nomeralla Teodoro^0^0^1690
gap1598,Nomi Alessandro^0^0^1704
gap1599,Nomi Federico^0^0^1692
gap1600,Norcia Andrea Domenico^0^0^1709
gap1603,Noyelle Charles de^0^0^1684
gap1604,Nugenti Andrea^0^0^1676
gap1605,Nurra Giovanni Paolo^0^0^1707
gap1608,Ochsenstein Philip Jacob Oswald di^0^0^1687
gap1609,Odescalchi Giovan Pietro^0^0^1690
gap1610,Odhelius Olaus^0^0^1686
gap1612,Oldenburger Filippo Andrea^0^0^1677
gap1613,Oldoini Agostino^0^0^1681
gap1614,Olearius Gottfried^0^0^1707
gap1615,Oliva Bernardo^0^0^1705
gap1617,Olivier^0^0^1688
gap1618,Onesti Giovanni Gualberto^0^0^1689
gap1619,Onofri Crescenzio^0^0^1706
gap1620,Onorio del SS. Sacramento^0^0^1676
gap1621,Onorio di S. Domenico^0^0^1686
gap1622,Orelli Giorgio^0^0^1688
gap1624,Orlandi Anton Francesco Maria^0^0^1679
gap1625,Orlandi Francesco^0^0^1689
gap1626,Orlandi Orlando^0^0^1689
gap1627,Orsacchi Pier Lorenzo^0^0^1686
gap1630,Orsucci Federigo^0^0^1680
gap1631,Orsucci Giovanni Antonio^0^0^1702
gap1632,Ottaviano^0^0^1689
gap1633,Ott Jean Baptiste^0^0^1695
gap1634,Ott Jean Rudolph^0^0^1692
gap1635,Ottoboni Antonio^0^0^1676
gap1636,Ottoboni Pietro^0^0^1684
gap1637,Overbeke M. F. van^0^0^1662
gap1638,Pacchioni Antonio^0^0^1706
gap1639,Pacini Antonio^0^0^1675
gap1640,Pacini Luigi^0^0^1699
gap1641,Pacioni Giuliano^0^0^1700
gap1642,Pacioni Vincenzo^0^0^1691
gap1643,Pagani Francesco Maria^0^0^1682
gap1644,Paganini Giovanni^0^0^1686
gap1646,Paioli Anselmo^0^0^1684
gap1647,Palazzi Giovanni^0^0^1676
gap1648,Pallavicino Agostino^0^0^1695
gap1649,Pallavicino Cesare^0^0^1679
gap1650,Pallavicino Gerolamo Tobia^0^0^1681
gap1651,Palma Giovanni Battista^0^0^1692
gap1652,Palmieri Cristoforo^0^0^1689
gap1653,Pampaloni Pietro^0^0^1665
gap1654,Panciatichi Angela Teresa^0^0^1684
gap1655,Panciatichi Caterina Angelica^0^0^1666
gap1657,Pandolfini Niccol•^0^0^1671
gap1658,Panfili Benedetto^0^0^1705
gap1659,Panichi Daniele^0^0^1692
gap1660,Pannini Giuseppe Maria^0^0^1676
gap1661,Paoletti Giuseppe^0^0^1695
gap1662,Paolini Massimi Petronilla^0^0^1701
gap1663,Paolo Giuseppe^0^0^1685
gap1665,Papi Pietro Angelo^0^0^1706
gap1667,Paragallo Gaspare^0^0^1694
gap1668,Parasacchi Cesare^0^0^1680
gap1669,Paravicini Baldassarre^0^0^1683
gap1670,Parduccini Carlo Giuseppe^0^0^1682
gap1671,Parella Carlo Antonio^0^0^1699
gap1672,Parigi Giovanni Battista^0^0^1684
gap1673,Parisotti Girolamo Antonio^0^0^1707
gap1674,Parissi Ottaviano^0^0^1695
gap1675,Partivalle Bartolomeo^0^0^1667
gap1676,Pascoli Alessandro^0^0^1702
gap1677,Pasolini Casimiro Pasolino^0^0^1700
gap1678,Pasolini Serafino^0^0^1691
gap1680,Passionei Guido^0^0^1707
gap1681,Pastorini Giovanni Battista^0^0^1697
gap1683,Pastreni Michele^0^0^1677
gap1684,Pastrizio Giovanni^0^0^1700
gap1685,Patarol Lorenzo^0^0^1703
gap1689,Patrizio di S. Chiara^0^0^1689
gap1690,Paulucci Antonio^0^0^1674
gap1691,Pazzagli Francesco Maria^0^0^1676
gap1693,Pecori Francesco Maria^0^0^1708
gap1694,Pedemonte Giovanni Battista^0^0^1680
gap1695,Pedrusi Paolo^0^0^1699
gap1696,Pegolotti Alessandro^0^0^1706
gap1697,Pelkem J. H.^0^0^1690
gap1698,Pellegrini Bonaventura^0^0^1674
gap1699,Pellegrino da Torino^0^0^1676
gap1700,Pellisson [Paul?]^0^0^1689
gap1701,Pellot [Claude?]^0^0^1681
gap1702,Pennoni Sebastiano^0^0^1686
gap1704,Perdriau Pierre e Compagnia^0^0^1675
gap1705,Peretolani Agostino^0^0^1692
gap1706,Perinelli Edmondo^0^0^1679
gap1707,Perini Antonio^0^0^1690
gap1708,Perini Francesco^0^0^1700
gap1709,Perini Giulio^0^0^1692
gap1710,Perini Giuseppe Amedeo^0^0^1706
gap1712,Perotti Salvatore^0^0^1691
gap1713,Pesenti Bartolomeo^0^0^1698
gap1714,Pesshall Joachim^0^0^1681
gap1715,Petracci Tiberio^0^0^1673
gap1716,Petrignani Ottaviano^0^0^1707
gap1717,Pettinini Ranieri^0^0^1704
gap1718,Pettorali Giovanni^0^0^1669
gap1719,Pezzana Niccol•^0^0^1668
gap1720,Pfeiffer Johann Philip^0^0^1695
gap1721,Pfinfing Johann Sigmund^0^0^1689
gap1722,Pfluyk Georg Karl^0^0^1702
gap1723,Phelipeaux J[ean]^0^0^1696
gap1724,Pianellini Luca^0^0^1683
gap1725,Pianetti Giuseppe^0^0^1689
gap1726,Pichi Luigi^0^0^1676
gap1727,Pier Filippo da Urbino^0^0^1690
gap1728,Pier Francesco di Montecalvoli^0^0^1679
gap1729,Piero Giovanni^0^0^1665
gap1730,Pierotti Alemanno^0^0^1691
gap1731,Pierotti Alessandro Filippo^0^0^1684
gap1732,Pierotti Bernardino^0^0^1692
gap1733,Pierpaoli Guid'Ubaldo^0^0^1699
gap1734,Pierre de S. Louis^0^0^1686
gap1735,Pietro Paolo da Firenze^0^0^1686
gap1736,Pietro Paolo di Ravenna^0^0^1688
gap1737,Pignattelli Marcello^0^0^1686
gap1738,Pignattelli Stefano^0^0^1681
gap1739,Pignazza Pietro^0^0^1696
gap1740,Pilo Francesco^0^0^1684
gap1741,Pindechel Christoph Daniel^0^0^1671
gap1742,Pindemonte Giovanni^0^0^1676
gap1743,Pini Alessandro^0^0^1683
gap1744,Pinto Fabrizio^0^0^1695
gap1745,Piola Giuseppe Maria^0^0^1705
gap1746,Pisani Baldassarre^0^0^1689
gap1747,Pi s copia Cornaro Giovanni Battista^0^0^1687
gap1748,Piselli Giuseppe^0^0^1688
gap1749,Piselli Porzio^0^0^1690
gap1750,PissARRi^0^0^1683
gap1751,Pissini Andrea^0^0^1677
gap1752,Pitillas y Huesca Andreas^0^0^1678
gap1754,Planteonius Andreas^0^0^1687
gap1755,Platina Giovanni Maria^0^0^1704
gap1756,Poderetti Giovanni Carlo Amerigo^0^0^1683
gap1757,Poderetti Giovanni Maria^0^0^1683
gap1758,Poelaert Jean^0^0^1690
gap1759,Poggesi Angelo^0^0^1700
gap1760,Poggi Agostino^0^0^1682
gap1761,Pois (?) Giovanni Francesco^0^0^1703
gap1762,Polidori Pietro Donato^0^0^1708
gap1763,Pollioni Alessandro^0^0^1703
gap1764,Poltri Domenico^0^0^1689
gap1766,Poltri Placido^0^0^1690
gap1767,Ponticelli Pietro Paolo^0^0^1689
gap1768,Porrini Alberto^0^0^1675
gap1769,Porter Francesco^0^0^1689
gap1770,Porter• Antonio^0^0^1690
gap1771,Porzio Luca Antonio^0^0^1704
gap1772,Postel Christian Heinrich^0^0^1700
gap1774,Pregitzer Johann Ulrich^0^0^1687
gap1775,Prie Cosimo^0^0^1669
gap1776,Prospero da Bologna^0^0^1678
gap1777,Provenzali Virginio^0^0^1695
gap1778,Pucci Lorenzo^0^0^1664
gap1779,Puccinelli Placido^0^0^1677
gap1780,Puccini Francesco^0^0^1680
gap1781,Puccini Tommaso^0^0^1698
gap1782,Pucci Roberto^0^0^1681
gap1783,Pucci Serafino^0^0^1696
gap1784,Puglia Baldassarre^0^0^1705
gap1785,Pugliesi Pier Tommaso^0^0^1694
gap1786,Pusterla Andrea^0^0^1690
gap1787,Pusterla Domenico^0^0^1677
gap1788,Quaratesi Benedetto^0^0^1683
gap1789,Querini Angelo Maria^0^0^1709
gap1792,Quilici Giuseppe Maria^0^0^1689
gap1793,Quinto Carlo Giuseppe^0^0^1693
gap1794,R[...] Riccardo^0^0^1663
gap1795,Rabeni Raffaello^0^0^1710
gap1796,Raffaelli Raffaello^0^0^1683
gap1797,Raffaello dell'Assunta^0^0^1693
gap1798,Raggioli Pasquale^0^0^1678
gap1799,Raillard Giacomo^0^0^1680
gap1800,Raineri Andrea^0^0^1698
gap1801,Raineri Carlo^0^0^1693
gap1802,Ramazzini Bartolomeo^0^0^1703
gap1803,Ramazzini Bernardino^1633^1714^0
gap1804,Randini Agostino^0^0^1707
gap1805,Ranuzzi Cospi Ferdinando Vincenzo^0^0^1706
gap1807,Raphael Provencal^0^0^1687
gap1808,Rassinesi Angiolo^0^0^1698
gap1809,Rassinesi Benedetto^0^0^1702
gap1810,Rautenfels Jacob^0^0^1676
gap1811,Raveched [Hyacinthe]^0^0^1694
gap1812,Ravignani Giovanni Battista^0^0^1692
gap1813,Ravotto Giovanni^0^0^1704
gap1814,Rederii Niccol• Sigismondo de'^0^0^1697
gap1815,Redi Francesco^1626^1697^0
gap1816,Regali Matteo^0^0^1689
gap1817,Reggiani Giuseppe Nicola^0^0^1683
gap1819,Reghini Giacomo Antonio^0^0^1706
gap1820,Regnier Desmarais Francois Sera-phin^0^0^1690
gap1821,Regolo di S. Silverio Sigismondo^0^0^1673
gap1822,Rehling Caius^0^0^1692
gap1823,Reiser Anton^0^0^1679
gap1824,Reitani Spata Mario^0^0^1699
gap1827,Rendtorff Johannes^0^0^1691
gap1828,Renzi^0^0^1709
gap1829,Renzi Eustachio^0^0^1669
gap1830,Renzoli Bernardino^0^0^1673
gap1831,Renzoni Vincenzo^0^0^1706
gap1832,Restaurano^0^0^1678
gap1833,Retenbeck Johan Georg^0^0^1677
gap1834,Reyer Samuel^0^0^1689
gap1835,Ricardi Giuseppe^0^0^1690
gap1836,Riccardi Francesco^0^0^1710
gap1837,Ricci . Pier Francesco de'^0^0^1677
gap1838,Ricciardi Giovanni Battista^1623^1686^0
gap1839,Ricci Bartolomeo^0^0^1688
gap1840,Ricci Bonaventura^0^0^1702
gap1841,Ricci Carlo^0^0^1691
gap1842,Ricci Giacomo^0^0^1689
gap1843,"Ricci Giovanni Battista, frate^0^0^1696"
gap1844,Ricci Ippolito^0^0^1676
gap1845,Ricci Michelangelo^0^0^1673
gap1846,Ricci Pier Leonardo^0^0^1711
gap1847,Ricci Stefano^0^0^1674
gap1848,Ricci Vincenzo de'^0^0^1696
gap1849,Riccotti Pasquale^0^0^1665
gap1850,Richter Georg Christoph^0^0^1690
gap1851,Richter Gustav Maximilian^0^0^1681
gap1852,Ridi Domenico^0^0^1661
gap1853,Rigord Jean Pierre^0^0^1689
gap1854,Rilli Jacopo^0^0^1699
gap1855,Rinaldi Antonio^0^0^1710
gap1856,Rinaldi Ascanio^0^0^1682
gap1857,Rinaldini Carlo^0^0^1670
gap1858,Rinalducci Lattanzio^0^0^1684
gap1859,Rinuccini Francesco^0^0^1676
gap1860,Ristori Luigi^0^0^1682
gap1861,Riverola Lorenzo^0^0^1681
gap1862,Rivetta Michelangelo^0^0^1676
gap1863,Roberti Gaudenzio^0^0^1689
gap1864,Rocca Bonaventura^0^0^1693
gap1865,Roncalli Cosimo^0^0^1696
gap1866,Roncalli Pietro^0^0^1686
gap1867,Ronconi Francesco^0^0^1686
gap1868,Rondelli Geminiano^0^0^1690
gap1869,Rondinelli Arrigo^0^0^1704
gap1870,Rondinelli Francesco Maria^0^0^1702
gap1871,Rondinini Filippo^0^0^1706
gap1872,Rontini Giovanni Battista^0^0^1662
gap1873,Rosa Pier Luigi^0^0^1687
gap1874,Rosenkranz Giovanni^0^0^1661
gap1875,Rosini Pier Antonio^0^0^1680
gap1876,Rossetti Donato^0^0^1672
gap1878,Rossi Andrea^0^0^1693
gap1879,Rossi Carlo^0^0^1699
gap1880,Rossi Francesco Aurelio^0^0^1673
gap1882,Rossi Giuseppe Ignazio^0^0^1701
gap1883,Rossi Marcellino^0^0^1708
gap1884,Rossi Pier Antonio^0^0^1683
gap1885,Rossi Prospero Antonio^0^0^1683
gap1886,Rossiruoti Antonino^0^0^1690
gap1888,Rota Filippo^0^0^1682
gap1889,Rota Giovanni Francesco^0^0^1676
gap1890,Rotenaud A. L. de^0^0^1658
gap1892,Roti Maria Maddalena^0^0^1677
gap1893,Rotoli Bartolomeo^0^0^1658
gap1894,Rougeterre Charles Alexander de^0^0^1708
gap1895,Rubini Niccol•^0^0^1681
gap1896,Rucellai Orazio^0^0^1664
gap1897,Ruepprecht Hans^0^0^1692
gap1898,Ruggieri Tommaso^0^0^1675
gap1900,Ruini Germano^0^0^1702
gap1901,Ruini Tommaso^0^0^1706
gap1902,Ruiysch Conrad^0^0^1679
gap1904,Ruota Giovanni Battista^0^0^1697
gap1905,Rustica Giovanni^0^0^1685
gap1906,S. Lorenzo;il predicatore di^0^0^1703
gap1907,S.M.M.d.^0^0^1677
gap1908,Sabatini Giuseppe^0^0^1683
gap1909,Sabatini Luigi^0^0^1691
gap1910,Sab‚ Giovanni^0^0^1678
gap1911,Saccolini Giuseppe^0^0^1695
gap1912,Sadler Christoph^0^0^1675
gap1914,Saint Amand Jacques^0^0^1709
gap1915,Saint Amand James^0^0^1708
gap1916,Saladini Tommaso^0^0^1692
gap1917,Salerni Giovanni Battista^0^0^1704
gap1918,Salotti Giovanni^0^0^1678
gap1919,Saluthii Giovanni Natale^0^0^1675
gap1920,Salvadori Jacopo^0^0^1683
gap1921,Salvetti (?) [...]^0^0^1675
gap1922,Salvetti Pietro^0^0^1696
